run_hash,run_id,timestamp,elapsed_s,episodes,learning_rate,discount_factor,epsilon_start,epsilon_min,epsilon_decay,stress_factor,seed,rl_avg_reward_last200,rl_std_reward_last200,rl_avg_health_last200,rl_std_health_last200,fixed_avg_reward,fixed_std_reward,fixed_avg_health,fixed_std_health,reward_delta,health_delta
5cbfe57b420043dabd0a03fca88c6972,run2,2026-05-15T21:12:49,3.07,1000,0.2,0.95,0.2,0.01,0.995,1.0,42,965.3,57.049,62.5,13.702,199.52,84.696,55.9,13.791,765.78,6.6
